customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4123-DVHPH,1,0,1,0,9,1,1,2,1,0,0,0,0,1,0,1,0,88.05,801.3,0
1009-IRMNA,0,0,0,0,7,1,0,0,2,2,2,2,2,2,0,0,2,20.0,137.6,1
6034-ZRYCV,0,0,1,0,72,0,2,1,0,1,1,0,1,1,2,1,0,54.2,3937.45,1
9505-SQFSW,0,0,1,1,3,0,2,1,0,1,0,0,0,1,0,0,1,40.3,92.5,0
3755-JBMNH,1,1,1,0,16,1,0,2,0,0,0,0,0,0,0,1,2,71.8,1167.8,1
7903-CMPEY,1,1,1,0,1,1,1,2,1,0,0,0,0,0,0,1,0,80.3,80.3,1
1323-OOEPC,0,0,1,0,53,1,1,2,0,1,0,0,1,1,0,1,3,98.4,5149.5,1
0031-PVLZI,0,0,1,1,4,1,0,0,2,2,2,2,2,2,0,0,1,20.35,76.35,1
5240-IJOQT,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.7,74.7,1
8963-MQVYN,0,0,0,1,22,1,0,0,2,2,2,2,2,2,0,1,0,20.55,469.85,0
3207-OYBWH,1,1,1,0,57,1,1,2,0,1,1,0,0,1,0,1,2,95.25,5427.05,1
1557-EMYVT,0,0,0,0,43,1,1,2,1,1,1,1,1,1,2,0,3,115.05,4895.1,0
9844-FELAJ,0,1,1,1,70,1,1,2,0,1,1,1,1,1,1,1,0,107.9,7475.85,0
0220-EBGCE,1,0,0,0,2,1,0,2,0,0,1,0,0,1,0,1,0,85.85,167.3,1
6729-GDNGC,0,1,0,0,20,1,0,2,0,0,0,0,1,0,0,0,2,80.7,1614.2,0
5701-GUXDC,0,0,1,0,26,0,2,1,1,0,1,0,0,0,1,0,3,35.4,978.6,0
3803-KMQFW,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,1,20.55,20.55,1
0923-PNFUB,0,0,0,0,3,1,0,2,0,1,0,0,1,0,0,0,0,83.75,247.25,1
2799-ARNLO,0,1,1,0,5,1,0,2,0,0,0,0,0,0,0,1,0,69.35,341.6,0
5439-WIKXB,1,1,1,0,41,1,0,2,0,1,0,0,1,1,0,1,0,94.55,3851.45,0
1402-PTHGN,0,0,1,1,18,1,0,1,1,1,0,1,0,0,1,1,1,61.5,1087.45,0
8943-URTMR,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,1,1,79.65,152.7,1
7180-PISOG,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,74.5,74.5,1
6527-PZFPV,1,0,1,1,24,1,0,0,2,2,2,2,2,2,1,1,3,20.8,469.65,0
3237-AJGEH,0,0,1,1,3,0,2,1,0,0,0,1,0,0,0,1,1,31.0,95.05,1
4307-KWMXE,1,0,0,0,10,0,2,1,0,1,0,1,0,0,0,0,0,35.75,389.8,0
2782-JEEBU,1,0,0,0,21,0,2,1,0,1,0,1,0,0,0,1,1,36.0,780.15,0
7314-OXENN,1,0,0,0,2,1,1,2,0,1,0,0,0,0,0,1,0,82.0,184.65,1
6000-UKLWI,1,0,0,0,41,1,0,0,2,2,2,2,2,2,2,0,1,20.15,802.35,0
4290-BSXUX,1,0,1,0,3,1,1,2,0,0,0,1,0,0,0,1,2,79.65,251.75,1
3088-LHEFH,0,0,0,0,11,1,1,2,1,0,0,0,0,0,0,1,2,79.0,929.3,0
4729-XKASR,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,24.75,24.75,1
0409-WTMPL,0,0,1,0,58,1,1,2,1,1,1,0,1,1,1,1,3,110.65,6526.65,0
4514-GFCFI,0,1,0,0,16,1,1,2,0,0,0,0,1,0,0,1,0,84.75,1350.15,1
8631-NBHFZ,1,1,1,1,66,1,1,1,1,1,1,1,1,0,2,0,3,79.4,5154.6,1
4090-KPJIP,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,74.95,212.4,0
9137-UIYPG,0,0,1,1,35,1,0,2,1,0,1,1,1,1,0,1,0,106.9,3756.45,0
8364-TRMMK,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,1,50.65,151.3,1
1251-STYSZ,0,1,0,0,4,1,1,2,1,0,0,0,0,0,0,1,0,80.25,303.7,0
6695-FRVEC,1,0,1,1,67,1,0,1,1,0,1,1,0,0,2,1,2,60.4,3953.7,0
9578-VRMNM,0,0,0,0,16,1,1,1,0,0,1,0,0,1,0,1,3,65.2,1043.35,1
4250-FDVOU,0,0,0,0,6,1,0,1,1,1,0,0,0,0,0,0,0,56.25,389.1,1
5364-XYIRR,1,0,1,0,51,1,1,2,0,0,0,0,1,1,0,1,0,94.65,4812.75,1
0722-TROQR,0,1,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,74.9,321.75,1
1400-MMYXY,1,1,1,0,3,1,1,2,0,1,1,0,1,1,0,1,0,105.9,334.65,1
6680-NENYN,0,0,0,0,43,1,1,2,0,1,1,0,1,1,2,1,0,104.6,4759.85,1
5569-OUICF,0,1,1,0,28,1,1,2,0,0,0,1,1,1,0,1,3,101.3,2812.2,1
5275-SQEIZ,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,80.85,80.85,1
1215-EXRMO,1,0,1,0,50,1,0,0,2,2,2,2,2,2,2,0,1,20.55,1067.65,0
9227-UAQFT,1,0,0,0,16,1,0,0,2,2,2,2,2,2,2,0,1,19.75,284.35,0
0744-GKNGE,0,0,1,1,64,1,1,2,1,0,0,1,0,0,0,1,2,86.8,5327.25,0
2667-WYLWJ,0,0,1,1,8,1,0,0,2,2,2,2,2,2,1,1,1,19.75,145,1
8687-BAFGU,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,74.0,74,0
9588-YRFHY,1,0,0,0,49,1,0,0,2,2,2,2,2,2,2,1,3,19.9,1022.6,0
4248-HCETZ,1,1,1,0,30,1,0,2,0,1,1,0,0,0,0,1,1,79.65,2365.15,1
0354-WYROK,0,1,1,1,31,1,0,2,0,0,1,1,1,1,0,1,0,98.9,2911.3,1
6986-IXNDM,1,0,0,0,14,1,0,2,0,0,0,0,1,1,0,1,0,92.9,1337.45,0
3640-JQGJG,1,0,1,1,13,1,0,1,0,0,0,0,0,0,0,0,2,44.8,559.2,0
8773-HHUOZ,0,0,0,1,17,1,0,1,0,0,0,0,1,1,0,1,1,64.7,1093.1,1
2889-FPWRM,1,0,1,0,72,1,1,2,1,1,1,1,1,1,1,1,2,117.8,8684.8,1
6061-PQHMK,0,0,0,0,25,1,0,0,2,2,2,2,2,2,1,0,3,19.9,527.5,0
6999-CHVCF,1,0,0,0,68,1,1,2,1,1,1,0,0,1,2,1,2,102.1,7149.35,0
5457-COLHT,1,0,1,1,69,1,0,1,1,1,0,1,1,1,2,0,2,80.65,5542.55,0
3776-EKTKM,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,36.45,36.45,1
7279-BUYWN,0,1,0,0,41,1,1,2,1,1,1,0,1,1,0,1,0,113.2,4689.5,1
4580-TMHJU,0,0,1,1,43,1,0,1,0,0,0,0,1,0,0,0,0,56.15,2499.3,1
2834-JRTUA,1,0,0,0,71,1,1,2,1,0,1,1,1,1,2,1,0,108.05,7532.15,1
5527-ACHSO,0,0,0,0,11,1,0,1,0,0,0,1,1,1,0,0,1,70.5,829.3,0
5960-WPXQM,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,79.05,79.05,1
5081-NWSUP,0,0,0,0,10,1,0,1,0,1,0,1,0,1,1,0,1,64.9,685.55,0
8242-PDSGJ,1,0,1,0,70,0,2,1,1,0,1,1,0,0,2,1,3,39.15,2692.75,0
0628-CNQRM,1,0,1,1,22,1,0,1,1,0,1,1,1,0,1,1,2,67.5,1544.05,1
0524-IAVZO,0,0,1,0,30,1,1,2,0,0,0,0,0,1,0,1,0,85.0,2624.25,1
3296-SILRA,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,1,1,76.4,76.4,1
1866-OBPNR,1,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,3,74.6,74.6,0
8317-BVKSO,1,0,0,0,14,1,0,0,2,2,2,2,2,2,0,1,0,20.05,299.3,0
4091-TVOCN,1,0,0,1,48,1,1,1,1,0,1,0,1,1,1,1,3,78.75,3682.45,0
3541-ZNUHK,0,0,1,1,55,1,1,2,1,1,0,0,0,0,0,1,0,85.1,4600.95,0
5697-GOMBF,0,1,1,1,28,0,2,1,0,0,0,0,1,0,0,1,0,35.9,973.65,0
9906-NHHVC,0,1,0,0,65,0,2,1,0,1,1,0,1,1,2,1,2,53.5,3517.9,0
2956-GGUCQ,1,1,1,0,24,1,1,2,1,0,0,0,0,0,0,1,0,78.85,1772.25,1
0742-LAFQK,1,0,1,0,72,1,1,2,1,1,1,0,0,1,2,1,0,99.15,7422.1,0
4315-MURBD,0,0,0,0,12,1,0,2,1,0,0,1,1,1,0,1,2,98.9,1120.95,1
4611-ANLQC,0,0,1,0,60,0,2,1,1,1,1,0,0,1,1,0,0,50.05,2911.5,0
1298-PHBTI,1,0,1,1,71,1,1,2,0,1,0,1,0,0,2,1,0,84.8,6152.4,0
3815-SLMEF,0,0,0,0,3,0,2,1,1,0,0,1,0,0,0,0,1,34.25,139.35,1
5639-NTUPK,1,0,0,1,13,1,0,1,1,0,0,0,0,0,0,1,3,52.1,670.65,0
2621-UDNLU,0,0,1,0,3,1,0,0,2,2,2,2,2,2,0,0,1,20.85,72,0
0757-WCUUZ,1,0,1,1,54,1,1,1,0,0,1,0,0,1,2,0,3,63.35,3409.1,0
9101-NTIXF,1,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,1,19.4,50.6,0
0786-VSSUD,1,1,0,0,16,0,2,1,0,1,0,0,1,0,0,1,1,39.0,679.85,1
8313-NDOIA,0,0,0,0,24,1,1,2,0,1,1,0,1,1,0,1,0,104.15,2494.65,0
8118-LSUEL,1,1,0,0,23,1,1,2,0,1,1,0,1,1,0,1,0,106.4,2483.5,1
2690-DVRVK,1,0,1,1,5,1,0,0,2,2,2,2,2,2,1,0,0,20.55,99.45,0
9170-CCKOU,1,0,1,0,17,1,1,2,1,1,1,0,0,0,0,0,3,90.2,1454.15,1
3722-WPXTK,1,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,0,88.35,88.35,1
7771-ZONAT,1,0,0,0,22,0,2,1,0,0,1,1,1,1,2,0,2,56.75,1304.85,0
4550-EVXNY,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,69.65,69.65,1
8058-INTPH,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,79.65,79.65,1
0040-HALCW,1,0,1,1,54,1,0,0,2,2,2,2,2,2,2,0,3,20.4,1090.6,0
4636-JGAAI,1,0,1,0,34,1,1,2,0,1,0,0,0,1,0,0,1,88.85,3000.25,0
1143-NMNQJ,0,0,0,0,2,1,1,2,0,0,0,0,0,1,0,1,0,85.7,169.8,1
4855-SNKMY,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,44.1,44.1,1
3544-FBCAS,0,0,1,1,72,1,1,1,1,1,1,0,1,1,2,1,3,83.6,5959.3,0
3393-FMZPV,0,0,0,0,25,1,1,2,0,1,0,0,1,1,0,1,0,100.25,2387.75,1
5673-TIYIB,1,0,0,0,2,0,2,1,0,1,1,1,0,0,0,1,3,40.4,77.15,1
0114-PEGZZ,0,0,0,0,33,1,1,2,0,1,1,0,1,1,0,0,0,107.55,3645.5,0
9249-FXSCK,0,0,0,0,52,1,1,2,1,1,0,1,1,1,1,1,3,111.25,5916.45,1
8914-RBTSB,1,0,1,0,31,1,1,2,0,1,1,0,1,0,0,0,0,93.8,3019.5,1
4776-XSKYQ,0,0,1,1,12,0,2,1,0,0,0,1,0,0,1,0,3,30.25,368.85,0
3744-ZRRDZ,1,0,0,0,21,1,1,2,0,1,0,0,0,0,0,1,0,82.35,1852.85,1
5843-TTHGI,0,0,0,0,18,1,0,1,0,0,1,0,0,0,0,1,1,50.0,892.7,0
8044-BGWPI,1,0,1,1,12,1,0,0,2,2,2,2,2,2,0,1,0,21.15,306.05,0
9835-ZIITK,1,1,1,0,66,1,1,2,0,1,1,1,1,1,1,1,0,110.85,7491.75,1
8205-OTCHB,1,0,0,0,22,0,2,1,0,1,1,0,0,1,1,1,2,43.75,903.6,1
0685-MLYYM,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,70.75,154.85,1
2639-UGMAZ,1,1,0,0,71,0,2,1,1,1,0,0,1,1,1,1,0,56.45,3985.35,0
0689-NKYLF,1,0,0,0,13,1,0,2,0,0,1,0,1,0,0,1,0,83.2,1060.6,1
2039-JONDJ,1,0,0,0,27,1,0,1,1,1,0,0,0,0,1,0,2,55.45,1477.65,0
6017-PPLPX,1,0,1,1,20,1,0,2,0,0,0,0,0,0,0,1,0,70.45,1470.95,1
9531-NSBMR,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,1,2,19.25,679.8,0
0151-ONTOV,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,70.9,70.9,1
8844-TONUD,1,0,1,1,13,1,0,2,0,0,1,0,1,1,0,1,1,96.65,1162.85,1
6725-TPKJO,1,0,0,0,44,1,0,0,2,2,2,2,2,2,2,0,1,20.05,845.25,0
4510-PYUSH,0,1,0,0,38,1,0,1,1,1,0,0,0,0,0,1,3,57.15,2250.65,1
4523-WXCEF,0,0,1,0,59,1,1,2,0,1,0,0,1,1,0,0,0,101.1,6039.9,1
6288-CHQJB,0,0,1,1,54,1,0,1,1,0,1,1,0,1,2,0,2,69.95,3871.85,0
7853-GVUDZ,0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,1,3,20.15,20.15,1
4749-OJKQU,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,75.65,302.35,0
3969-GYXEL,0,0,0,0,11,1,0,2,1,0,0,0,0,0,0,0,0,76.4,838.7,0
0601-WZHJF,1,0,1,0,14,0,2,1,0,0,0,0,1,1,0,0,0,46.35,667.7,1
5934-TSSAU,0,0,1,1,23,1,0,2,0,0,1,0,0,0,0,1,3,75.3,1702.9,0
7486-KSRVI,1,0,0,0,43,1,1,2,0,0,0,1,1,1,1,1,0,100.0,4211.55,1
7619-ODSGN,1,0,1,1,24,1,1,1,1,0,0,0,0,0,0,0,0,54.75,1338.15,1
8816-VXNZD,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,75.1,75.1,1
8780-IXSTS,0,0,0,0,6,1,1,2,0,1,0,0,1,0,0,1,0,90.1,521.3,1
4631-OACRM,1,1,0,0,15,1,0,2,0,0,0,0,0,1,0,1,0,79.4,1156.1,1
3976-BWUCK,0,0,1,0,30,1,1,2,0,1,0,1,1,0,0,1,3,94.1,2804.45,1
5087-SUURX,0,0,1,0,18,0,2,1,0,0,1,0,1,0,0,1,0,39.05,669.85,1
4633-MKHYU,0,0,0,0,9,1,0,2,0,0,0,0,1,1,0,1,1,88.4,788.6,0
0856-NAOES,1,0,0,0,6,1,0,1,0,0,1,0,1,0,0,0,1,60.9,414.1,0
4702-IOQDC,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,70.1,70.1,1
9530-EHPOH,1,0,0,0,11,1,1,1,0,0,1,0,0,0,0,0,0,53.75,608,1
4228-ZGYUW,1,0,0,0,4,1,1,2,0,1,0,0,0,1,0,1,0,90.05,368.1,1
1676-MQAOA,1,0,0,0,72,1,0,1,1,1,1,1,1,0,2,1,2,75.1,5336.35,0
8083-YTZES,1,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,74.35,265.35,1
1247-QBVSH,0,0,1,1,43,1,0,1,0,1,0,0,0,0,0,0,1,50.2,2169.4,0
2538-OIMXF,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,24.7,24.7,0
4154-AQUGT,1,1,1,0,13,1,0,2,0,1,0,1,0,1,0,1,2,89.05,1169.35,1
2754-VDLTR,1,0,0,1,10,1,1,2,0,0,0,0,1,1,0,0,0,95.2,930.4,1
6168-WFVVF,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,70.3,235.5,1
0282-NVSJS,0,1,1,1,12,0,2,1,0,0,0,1,0,0,0,1,1,29.3,355.9,0
3955-JBZZM,1,0,0,0,20,1,0,2,0,0,0,0,1,0,0,0,0,78.8,1641.3,0
1241-EZFMJ,1,0,1,0,61,1,1,0,2,2,2,2,2,2,2,0,2,25.45,1538.6,0
8207-VVMYB,0,0,1,0,70,1,1,0,2,2,2,2,2,2,2,1,2,26.0,2006.95,0
6497-TILVL,0,0,1,1,7,1,0,1,1,0,0,0,0,0,0,0,1,50.7,350.35,0
8313-KTIHG,1,0,0,0,4,1,0,1,0,0,0,1,1,0,0,1,0,61.3,249.4,0
3705-PSNGL,1,0,0,0,45,1,0,0,2,2,2,2,2,2,1,1,0,20.4,930.45,1
7217-JYHOQ,1,0,1,1,24,1,0,1,1,1,0,1,0,1,0,1,3,70.3,1706.45,0
6734-FQAJX,1,1,0,0,67,1,0,2,1,1,0,1,1,1,2,1,0,105.05,7171.7,0
8727-XDPUD,1,0,0,0,37,0,2,1,0,0,0,0,1,0,2,0,3,35.8,1316.9,0
8515-OCTJS,0,0,0,0,25,1,1,0,2,2,2,2,2,2,2,0,3,24.75,692.1,1
2650-GYRYL,1,0,1,1,33,1,0,0,2,2,2,2,2,2,1,1,2,19.45,600.25,0
9227-LUNBG,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,24.6,24.6,1
7811-JIVPF,0,0,0,0,23,1,0,1,0,0,1,0,0,0,0,0,3,49.7,1081.25,0
4958-GZWIY,1,0,1,1,7,1,0,1,0,0,1,0,0,0,0,0,0,48.7,340.25,1
9061-TIHDA,1,1,1,0,13,1,1,2,0,0,0,0,1,1,0,1,0,95.25,1233.65,1
4439-JMPMT,0,0,1,1,5,1,0,2,0,0,0,1,1,0,0,1,0,85.75,470.95,1
1644-IRKSF,0,0,1,1,33,1,0,2,0,0,1,0,1,1,1,1,0,93.8,3124.5,1
5981-ITEMU,1,0,1,0,40,1,1,2,0,0,0,0,1,1,0,1,2,97.1,3706.95,1
2525-GVKQU,0,0,0,0,60,1,0,0,2,2,2,2,2,2,2,0,1,20.6,1093,0
2637-FKFSY,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,1,46.1,130.15,0
0761-AETCS,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,0,19.3,19.3,1
7638-QVMVY,0,0,0,0,7,1,0,2,0,0,0,0,1,0,0,1,0,79.0,522.95,1
3656-TKRVZ,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,55.35,165.2,1
7850-THJMU,0,0,1,1,26,1,0,0,2,2,2,2,2,2,2,0,3,19.65,494.9,0
9912-OMZDS,0,0,1,1,59,1,1,2,0,1,1,0,1,1,1,1,0,106.15,6256.2,0
3521-HTQTV,1,0,0,0,34,1,1,0,2,2,2,2,2,2,2,0,2,26.1,980.35,0
1704-NRWYE,0,1,0,0,9,1,0,2,0,0,0,0,1,0,0,1,0,80.85,751.65,1
7682-AZNDK,1,0,1,1,34,1,0,2,0,1,1,0,1,0,0,1,0,89.85,3091.75,0
6705-LNMDD,1,0,0,0,20,1,0,1,0,0,0,1,0,0,0,0,1,50.0,1003.05,0
7148-XZPHA,1,0,1,1,55,1,0,2,0,1,0,1,0,0,0,0,0,79.4,4238.45,0
1771-OADNZ,1,1,1,0,29,1,1,2,0,1,1,0,0,1,0,1,0,95.9,2745.2,1
6397-JNZZG,0,1,1,0,43,0,2,1,0,1,1,0,1,1,0,0,3,55.55,2342.2,1
1036-GUDCL,1,0,1,1,60,1,0,1,1,1,0,1,1,1,0,1,3,79.05,4663.4,0
7740-BTPUX,1,1,1,0,55,1,1,2,0,1,1,1,1,1,2,1,0,113.6,6292.7,0
2661-GKBTK,1,0,1,1,60,1,0,1,0,1,0,1,1,1,2,0,2,76.95,4543.95,0
0020-INWCK,0,0,1,1,71,1,1,2,0,1,1,0,0,1,2,1,3,95.75,6849.4,0
6776-TLWOI,1,0,0,0,3,1,0,0,2,2,2,2,2,2,0,0,1,19.85,64.55,1
7980-MHFLQ,0,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,1,24.9,1859.2,0
8495-LJDFO,0,1,0,0,64,1,1,2,1,0,1,1,1,1,0,1,2,108.95,7111.3,0
4210-QFJMF,0,0,0,0,4,1,0,2,0,0,0,0,0,1,0,1,0,79.15,317.25,1
6022-UGGSO,0,1,0,0,32,1,0,2,0,1,0,0,0,0,0,1,0,74.4,2276.95,1
4892-VLANZ,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,19.8,19.8,1
0402-CQAJN,0,0,0,0,37,1,1,2,0,1,1,0,1,1,0,1,2,101.9,3545.35,1
2250-IVBWA,1,0,1,1,64,1,0,2,1,1,0,0,0,0,0,0,0,81.05,5135.35,0
9490-DFPMD,0,1,0,0,42,1,1,2,0,0,0,0,1,0,0,1,0,84.65,3541.35,1
8444-WRIDW,0,1,0,0,66,1,1,2,0,1,0,0,0,0,0,1,3,80.45,5224.35,1
2642-DTVCO,1,1,0,0,9,1,1,2,0,0,0,0,0,1,0,1,0,85.05,746.5,1
2480-EJWYP,0,1,1,0,58,1,1,2,0,1,0,0,1,1,1,1,2,97.8,5458.8,0
5469-NUJUR,1,0,0,0,19,1,0,0,2,2,2,2,2,2,2,1,1,19.95,373.5,0
7460-ITWWP,0,1,1,0,45,1,0,2,0,0,1,0,0,1,0,1,0,86.1,3861.45,0
5172-MIGPM,1,0,0,0,4,1,1,1,0,0,0,1,0,1,0,0,1,65.55,237.2,0
4081-DYXAV,0,0,0,0,19,0,2,1,0,0,0,0,1,1,1,1,3,44.85,893.55,1
0164-APGRB,0,0,0,0,72,1,1,2,1,1,1,1,1,1,2,1,0,114.9,8496.7,0
2839-RFSQE,0,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,1,20.65,38.7,1
7000-WCEVQ,0,1,0,0,20,1,1,1,0,0,0,0,0,1,0,1,1,61.6,1174.35,1
1230-QAJDW,1,0,0,0,3,1,1,1,0,0,0,1,1,0,0,1,1,65.25,209.9,0
1386-ZIKUV,1,0,0,0,7,1,0,0,2,2,2,2,2,2,0,1,1,18.95,130.55,0
5192-EBGOV,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,85.7,85.7,1
6502-HCJTI,1,1,1,0,7,1,1,2,1,1,0,0,0,1,0,1,3,94.7,673.1,1
6465-GSRCL,0,0,0,1,67,1,1,2,0,1,0,1,1,1,1,1,2,106.6,7244.7,0
3005-NFMTA,1,1,0,0,55,1,1,2,1,0,0,0,1,1,0,1,0,98.8,5617.75,1
4993-JCRGJ,1,0,0,0,26,1,1,2,0,0,1,1,0,0,0,1,1,84.3,2281.6,0
0137-UDEUO,0,0,0,0,3,1,0,0,2,2,2,2,2,2,0,0,1,19.85,63.75,1
4589-IUAJB,1,0,1,0,70,1,1,0,2,2,2,2,2,2,2,0,2,24.25,1724.15,0
0780-XNZFN,1,0,0,0,57,1,0,0,2,2,2,2,2,2,2,0,2,20.65,1125.6,0
1448-PWKYE,1,0,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,80.0,80,1
4538-WNTMJ,0,0,1,1,46,1,1,0,2,2,2,2,2,2,1,0,1,24.95,1165.9,0
6910-HADCM,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,76.35,76.35,1
1960-UYCNN,1,0,0,0,10,1,1,2,0,1,1,0,0,1,0,1,0,95.25,1021.55,0
6050-FFXES,0,0,1,0,69,1,1,2,0,0,1,1,1,1,2,0,2,105.35,7240.65,0
5419-JPRRN,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,101.45,101.45,1
8280-MQRQN,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,50.45,50.45,1
3709-OIJEA,1,0,0,0,26,1,0,2,0,1,1,1,0,0,1,1,0,85.2,2184.6,0
0115-TFERT,1,0,1,0,21,1,1,2,0,1,1,1,1,1,0,1,0,111.2,2317.1,1
1591-NFNLQ,1,0,0,0,51,1,1,2,0,0,1,0,0,0,0,0,3,80.0,4242.35,1
8981-FJGLA,1,0,0,1,11,1,1,2,0,0,1,0,0,0,0,1,1,78.0,851.8,0
8707-HOEDG,0,0,1,1,70,1,1,2,0,1,1,1,1,1,2,1,0,110.2,7689.8,0
7142-HVGBG,1,1,1,0,43,1,1,2,0,1,1,0,1,1,0,1,0,103.0,4414.3,1
1658-BYGOY,1,1,0,0,18,1,1,2,0,0,0,0,1,1,0,1,0,95.45,1752.55,1
4822-NGOCH,0,0,0,0,13,1,1,2,0,1,1,0,0,0,0,1,0,84.45,1058.6,1
4822-YCXMX,1,0,0,0,25,1,1,2,0,0,0,0,0,1,0,1,0,84.8,2043.45,1
2606-RMDHZ,1,0,0,0,6,0,2,1,0,1,0,0,0,0,0,1,3,30.5,208.7,1
6656-GULJQ,1,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,3,83.55,6093.3,0
6140-QNRQQ,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,71.55,71.55,1
2592-SEIFQ,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,24.75,66.95,1
3096-YXENJ,0,0,1,0,65,1,1,2,0,1,1,1,1,1,2,1,2,107.65,7082.85,0
5716-EZXZN,0,0,1,1,65,1,1,2,1,1,0,1,1,0,2,1,3,99.05,6416.7,0
6317-YPKDH,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,2,29.95,29.95,1
0107-WESLM,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,0,19.85,19.85,1
0709-TVGUR,0,1,0,0,9,1,1,2,0,0,0,0,0,0,0,1,0,74.55,622.9,1
3407-JMJQQ,0,0,1,1,71,1,1,2,1,1,1,0,1,1,2,1,2,109.0,7661.8,0
5318-IXUZF,0,0,0,0,2,1,0,2,0,1,0,0,1,0,0,1,2,87.15,183.75,1
3050-RLLXC,0,0,1,1,56,1,1,1,1,1,1,1,1,0,2,0,3,81.25,4620.4,0
3923-CSIHK,0,1,1,0,50,1,0,2,0,0,0,0,0,0,0,1,0,71.05,3444.85,1
6267-DCFFZ,0,1,1,0,30,1,1,2,0,1,0,0,1,0,0,1,0,90.05,2627.2,0
5999-LCXAO,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,29.9,29.9,0
1262-OPMFY,0,0,1,0,9,1,0,2,0,0,1,0,0,0,0,1,2,75.75,655.9,1
6876-ADESB,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,48.95,48.95,1
9611-CTWIH,0,0,0,0,3,1,0,2,0,0,0,0,1,1,0,1,0,89.45,240.45,1
9565-FLVCG,1,0,1,1,65,1,1,1,1,1,0,0,0,1,2,1,1,69.55,4459.15,0
6771-XWBDM,0,0,1,0,57,1,1,2,0,1,1,0,1,1,0,1,3,104.5,5921.35,1
1984-FCOWB,0,0,1,0,70,1,1,2,0,1,1,1,1,1,1,1,0,109.5,7674.55,1
8624-GIOUT,0,0,0,0,49,1,1,1,1,1,0,0,0,0,0,1,3,59.75,2934.3,1
5119-KEPFY,1,0,1,0,36,1,1,2,0,0,0,0,1,1,0,1,2,95.0,3440.25,0
8089-UZWLX,0,1,0,0,71,1,1,2,0,0,1,0,1,1,2,0,2,104.05,7413.55,0
3943-KDREE,0,0,0,0,26,1,1,2,0,0,0,0,0,0,0,1,2,74.95,1834.95,1
4124-MMETB,1,0,0,0,22,1,1,2,0,0,0,0,1,1,0,1,3,94.65,2104.55,1
